,Unnamed: 0,_id,Function,Time,Error,time_stamp
3795596,3795596,62c2a18fecd7c5a60295eae9,get_newest_articles_api.py get_keywords,3.806726933,FALSE,2022-07-04 08:15:11:294269
3795597,3795597,62c2a18fecd7c5a60295fdda,get_newest_articles_api.py save_to_db,0.17753911,FALSE,2022-07-04 08:15:11:491693
3795598,3795598,62c2a18fecd7c5a60295fddb,get_newest_articles_api.py db_check_not_empty,0.003562927,FALSE,2022-07-04 08:15:11:498950
3795599,3795599,62c2a18fecd7c5a60295fddc,get_newest_articles_api.py db_get_newest_entry,0.003699064,FALSE,2022-07-04 08:15:11:505636
3795602,3795602,62c2a18fecd7c5a60295fddd,get_newest_articles_api.py get,0.213219404,FALSE,2022-07-04 08:15:11:723290
3795603,3795603,62c2a18fecd7c5a60295fde0,get_newest_articles_api.py save_to_db,0.003747225,FALSE,2022-07-04 08:15:11:816908
3795604,3795604,62c2a18fecd7c5a60295fde1,get_newest_articles_api.py main,4.333603382,FALSE,2022-07-04 08:15:11:820832
3797371,3797371,62c2a2ba4b6d190e3452c26c,get_newest_articles_api.py get_keywords,3.843935728,FALSE,2022-07-04 08:20:10:447541
3797372,3797372,62c2a2ba4b6d190e3452d55d,get_newest_articles_api.py save_to_db,0.184056282,FALSE,2022-07-04 08:20:10:651742
3797373,3797373,62c2a2ba4b6d190e3452d55e,get_newest_articles_api.py db_check_not_empty,0.003757715,FALSE,2022-07-04 08:20:10:659139
3797374,3797374,62c2a2ba4b6d190e3452d55f,get_newest_articles_api.py db_get_newest_entry,0.004136562,FALSE,2022-07-04 08:20:10:666841
3797375,3797375,62c2a2ba4b6d190e3452d560,get_newest_articles_api.py get,0.17577529,FALSE,2022-07-04 08:20:10:847366
3797376,3797376,62c2a2ba4b6d190e3452d563,get_newest_articles_api.py save_to_db,0.003609419,FALSE,2022-07-04 08:20:10:937654
3797377,3797377,62c2a2ba4b6d190e3452d564,get_newest_articles_api.py main,4.338337898,FALSE,2022-07-04 08:20:10:941526
3799050,3799050,62c2a3e7e2e7de1040b0c4f7,get_newest_articles_api.py get_keywords,3.857089996,FALSE,2022-07-04 08:25:11:494603
3799051,3799051,62c2a3e7e2e7de1040b0d7e8,get_newest_articles_api.py save_to_db,0.172968626,FALSE,2022-07-04 08:25:11:687106
3799052,3799052,62c2a3e7e2e7de1040b0d7e9,get_newest_articles_api.py db_check_not_empty,0.003489256,FALSE,2022-07-04 08:25:11:694110
3799053,3799053,62c2a3e7e2e7de1040b0d7ea,get_newest_articles_api.py db_get_newest_entry,0.003642797,FALSE,2022-07-04 08:25:11:700624
3799056,3799056,62c2a3e8e2e7de1040b0d7eb,get_newest_articles_api.py get,0.292992353,FALSE,2022-07-04 08:25:11:997907
3799057,3799057,62c2a3e8e2e7de1040b0d7ee,get_newest_articles_api.py save_to_db,0.003539801,FALSE,2022-07-04 08:25:12:089860
3799058,3799058,62c2a3e8e2e7de1040b0d7ef,get_newest_articles_api.py main,4.456304312,FALSE,2022-07-04 08:25:12:093473
3800839,3800839,62c2a5228724cdb1a524fbb2,get_newest_articles_api.py get_keywords,19.04937267,FALSE,2022-07-04 08:30:26:945175
3800840,3800840,62c2a5238724cdb1a5250ea3,get_newest_articles_api.py save_to_db,0.182267904,FALSE,2022-07-04 08:30:27:147529
3800841,3800841,62c2a5238724cdb1a5250ea4,get_newest_articles_api.py db_check_not_empty,0.003513813,FALSE,2022-07-04 08:30:27:154673
3800842,3800842,62c2a5238724cdb1a5250ea5,get_newest_articles_api.py db_get_newest_entry,0.003949881,FALSE,2022-07-04 08:30:27:161895
3800843,3800843,62c2a5238724cdb1a5250ea6,get_newest_articles_api.py get,0.306233883,FALSE,2022-07-04 08:30:27:472779
3800844,3800844,62c2a5238724cdb1a5250ea8,get_newest_articles_api.py save_to_db,0.003417492,FALSE,2022-07-04 08:30:27:544831
3800845,3800845,62c2a5238724cdb1a5250ea9,get_newest_articles_api.py main,19.65292096,FALSE,2022-07-04 08:30:27:548394
3802472,3802472,62c2a63ec0344f8b7b9e265c,get_newest_articles_api.py get_keywords,4.172646284,FALSE,2022-07-04 08:35:10:833835
3802475,3802475,62c2a63fc0344f8b7b9e394d,get_newest_articles_api.py save_to_db,0.175892115,FALSE,2022-07-04 08:35:11:029604
3802476,3802476,62c2a63fc0344f8b7b9e394e,get_newest_articles_api.py db_check_not_empty,0.00358367,FALSE,2022-07-04 08:35:11:036759
3802477,3802477,62c2a63fc0344f8b7b9e394f,get_newest_articles_api.py db_get_newest_entry,0.003789902,FALSE,2022-07-04 08:35:11:043560
3802482,3802482,62c2a63fc0344f8b7b9e3950,get_newest_articles_api.py get,0.133399963,FALSE,2022-07-04 08:35:11:181436
3802483,3802483,62c2a63fc0344f8b7b9e3952,get_newest_articles_api.py save_to_db,0.003620863,FALSE,2022-07-04 08:35:11:252244
3802484,3802484,62c2a63fc0344f8b7b9e3953,get_newest_articles_api.py main,4.595082283,FALSE,2022-07-04 08:35:11:255932
3804127,3804127,62c2a76bd83ffe2b746bb03a,get_newest_articles_api.py get_keywords,4.203211784,FALSE,2022-07-04 08:40:11:737279
3804128,3804128,62c2a76bd83ffe2b746bc32b,get_newest_articles_api.py save_to_db,0.177200079,FALSE,2022-07-04 08:40:11:934254
3804129,3804129,62c2a76bd83ffe2b746bc32c,get_newest_articles_api.py db_check_not_empty,0.003452778,FALSE,2022-07-04 08:40:11:941291
3804130,3804130,62c2a76bd83ffe2b746bc32d,get_newest_articles_api.py db_get_newest_entry,0.003834963,FALSE,2022-07-04 08:40:11:948163
3804131,3804131,62c2a76cd83ffe2b746bc32e,get_newest_articles_api.py get,0.099553585,FALSE,2022-07-04 08:40:12:052139
3804132,3804132,62c2a76cd83ffe2b746bc32f,get_newest_articles_api.py main,4.522583008,FALSE,2022-07-04 08:40:12:056341
3805777,3805777,62c2a8972f0dc670a1459f5d,get_newest_articles_api.py get_keywords,4.254196167,FALSE,2022-07-04 08:45:11:494832
3805782,3805782,62c2a8972f0dc670a145b24e,get_newest_articles_api.py save_to_db,0.180250406,FALSE,2022-07-04 08:45:11:694871
3805783,3805783,62c2a8972f0dc670a145b24f,get_newest_articles_api.py db_check_not_empty,0.003645182,FALSE,2022-07-04 08:45:11:702223
3805784,3805784,62c2a8972f0dc670a145b250,get_newest_articles_api.py db_get_newest_entry,0.004092932,FALSE,2022-07-04 08:45:11:709633
3805789,3805789,62c2a8972f0dc670a145b251,get_newest_articles_api.py get,0.132930756,FALSE,2022-07-04 08:45:11:847347
3805790,3805790,62c2a8972f0dc670a145b252,get_newest_articles_api.py main,4.611025333,FALSE,2022-07-04 08:45:11:851326
3807253,3807253,62c2a9c3f56e22f4f3c651e9,get_newest_articles_api.py get_keywords,4.318890333,FALSE,2022-07-04 08:50:11:272583
3807254,3807254,62c2a9c3f56e22f4f3c664da,get_newest_articles_api.py save_to_db,0.1902349,FALSE,2022-07-04 08:50:11:494360
3807255,3807255,62c2a9c3f56e22f4f3c664db,get_newest_articles_api.py db_check_not_empty,0.003498554,FALSE,2022-07-04 08:50:11:501665
3807256,3807256,62c2a9c3f56e22f4f3c664dc,get_newest_articles_api.py db_get_newest_entry,0.004195929,FALSE,2022-07-04 08:50:11:509015
3807257,3807257,62c2a9c3f56e22f4f3c664dd,get_newest_articles_api.py get,0.211843252,FALSE,2022-07-04 08:50:11:725421
3807258,3807258,62c2a9c3f56e22f4f3c664df,get_newest_articles_api.py save_to_db,0.003579617,FALSE,2022-07-04 08:50:11:800161
3807259,3807259,62c2a9c3f56e22f4f3c664e0,get_newest_articles_api.py main,4.850479841,FALSE,2022-07-04 08:50:11:803877
3808716,3808716,62c2aaeecd5edc3b97563bc3,get_newest_articles_api.py get_keywords,3.575856924,FALSE,2022-07-04 08:55:10:397782
3808717,3808717,62c2aaeecd5edc3b97564eb4,get_newest_articles_api.py save_to_db,0.177474737,FALSE,2022-07-04 08:55:10:595132
3808718,3808718,62c2aaeecd5edc3b97564eb5,get_newest_articles_api.py db_check_not_empty,0.003602266,FALSE,2022-07-04 08:55:10:602462
3808719,3808719,62c2aaeecd5edc3b97564eb6,get_newest_articles_api.py db_get_newest_entry,0.003903866,FALSE,2022-07-04 08:55:10:609510
3808720,3808720,62c2aaeecd5edc3b97564eb7,get_newest_articles_api.py get,0.095936298,FALSE,2022-07-04 08:55:10:709927
3808721,3808721,62c2aaeecd5edc3b97564eb8,get_newest_articles_api.py main,3.892627001,FALSE,2022-07-04 08:55:10:714252
3810177,3810177,62c2ac1ad2b32b0d14457fb7,get_newest_articles_api.py get_keywords,3.987204313,FALSE,2022-07-04 09:00:10:739342
3810178,3810178,62c2ac1ad2b32b0d144592a8,get_newest_articles_api.py save_to_db,0.178862333,FALSE,2022-07-04 09:00:10:938700
3810179,3810179,62c2ac1ad2b32b0d144592a9,get_newest_articles_api.py db_check_not_empty,0.003531694,FALSE,2022-07-04 09:00:10:945828
3810180,3810180,62c2ac1ad2b32b0d144592aa,get_newest_articles_api.py db_get_newest_entry,0.003750563,FALSE,2022-07-04 09:00:10:952647
3810181,3810181,62c2ac1bd2b32b0d144592ab,get_newest_articles_api.py get,0.14808321,FALSE,2022-07-04 09:00:11:105142
3810182,3810182,62c2ac1bd2b32b0d144592ac,get_newest_articles_api.py main,4.357824087,FALSE,2022-07-04 09:00:11:109670
3810183,3810183,62c2ac1bc0a72302c6a938c5,get_ge_data.py ga_api,4.609334707,FALSE,2022-07-04 09:00:11:224092
3810184,3810184,62c2ac1bc0a72302c6a93a9e,get_ge_data.py save_to_db,0.017085075,FALSE,2022-07-04 09:00:11:319484
3810185,3810185,62c2ac1bc0a72302c6a93a9f,get_ge_data.py main,4.711843967,FALSE,2022-07-04 09:00:11:326226
3811712,3811712,62c2ad47c409deb5387bc3d8,get_newest_articles_api.py get_keywords,3.928474188,FALSE,2022-07-04 09:05:11:301660
3811715,3811715,62c2ad47c409deb5387bd6c9,get_newest_articles_api.py save_to_db,0.173602104,FALSE,2022-07-04 09:05:11:494617
3811716,3811716,62c2ad47c409deb5387bd6ca,get_newest_articles_api.py db_check_not_empty,0.003462791,FALSE,2022-07-04 09:05:11:501618
3811717,3811717,62c2ad47c409deb5387bd6cb,get_newest_articles_api.py db_get_newest_entry,0.004127026,FALSE,2022-07-04 09:05:11:508733
3811718,3811718,62c2ad47c409deb5387bd6cc,get_newest_articles_api.py get,0.019416809,FALSE,2022-07-04 09:05:11:533348
3811719,3811719,62c2ad47c409deb5387bd6cd,get_newest_articles_api.py main,4.164724827,FALSE,2022-07-04 09:05:11:537605
3813132,3813132,62c2ae72a12c48285a61c177,get_newest_articles_api.py get_keywords,3.715337515,FALSE,2022-07-04 09:10:10:970522
3813133,3813133,62c2ae73a12c48285a61d468,get_newest_articles_api.py save_to_db,0.17734766,FALSE,2022-07-04 09:10:11:168080
3813134,3813134,62c2ae73a12c48285a61d469,get_newest_articles_api.py db_check_not_empty,0.003483534,FALSE,2022-07-04 09:10:11:175094
3813135,3813135,62c2ae73a12c48285a61d46a,get_newest_articles_api.py db_get_newest_entry,0.00376749,FALSE,2022-07-04 09:10:11:181889
3813136,3813136,62c2ae73a12c48285a61d46b,get_newest_articles_api.py get,0.103628635,FALSE,2022-07-04 09:10:11:290045
3813137,3813137,62c2ae73a12c48285a61d46c,get_newest_articles_api.py main,4.039436579,FALSE,2022-07-04 09:10:11:294293
3814548,3814548,62c2af9feaf71041bd5a8a44,get_newest_articles_api.py get_keywords,4.101458311,FALSE,2022-07-04 09:15:11:535757
3814549,3814549,62c2af9feaf71041bd5a9d35,get_newest_articles_api.py save_to_db,0.186573029,FALSE,2022-07-04 09:15:11:742569
3814550,3814550,62c2af9feaf71041bd5a9d36,get_newest_articles_api.py db_check_not_empty,0.003664494,FALSE,2022-07-04 09:15:11:750011
3814551,3814551,62c2af9feaf71041bd5a9d37,get_newest_articles_api.py db_get_newest_entry,0.00384903,FALSE,2022-07-04 09:15:11:757190
3814552,3814552,62c2af9feaf71041bd5a9d38,get_newest_articles_api.py get,0.022346497,FALSE,2022-07-04 09:15:11:784268
3814553,3814553,62c2af9feaf71041bd5a9d39,get_newest_articles_api.py main,4.355013609,FALSE,2022-07-04 09:15:11:788984
3815856,3815856,62c2b0ca6178637ca6078223,get_newest_articles_api.py get_keywords,3.899674654,FALSE,2022-07-04 09:20:10:389265
3815857,3815857,62c2b0ca6178637ca6079514,get_newest_articles_api.py save_to_db,0.173741817,FALSE,2022-07-04 09:20:10:582639
3815858,3815858,62c2b0ca6178637ca6079515,get_newest_articles_api.py db_check_not_empty,0.003612518,FALSE,2022-07-04 09:20:10:589729
3815859,3815859,62c2b0ca6178637ca6079516,get_newest_articles_api.py db_get_newest_entry,0.003607035,FALSE,2022-07-04 09:20:10:596125
3815860,3815860,62c2b0ca6178637ca6079517,get_newest_articles_api.py get,0.290644407,FALSE,2022-07-04 09:20:10:891195
3815861,3815861,62c2b0ca6178637ca6079519,get_newest_articles_api.py save_to_db,0.003592014,FALSE,2022-07-04 09:20:10:966872
3815862,3815862,62c2b0ca6178637ca607951a,get_newest_articles_api.py main,4.481391668,FALSE,2022-07-04 09:20:10:970450
3817025,3817025,62c2b1f6fc6b45a6de8c9851,get_newest_articles_api.py get_keywords,4.309093952,FALSE,2022-07-04 09:25:10:976213
3817026,3817026,62c2b1f7fc6b45a6de8cab42,get_newest_articles_api.py save_to_db,0.179697275,FALSE,2022-07-04 09:25:11:176200
3817027,3817027,62c2b1f7fc6b45a6de8cab43,get_newest_articles_api.py db_check_not_empty,0.003599882,FALSE,2022-07-04 09:25:11:183406
3817028,3817028,62c2b1f7fc6b45a6de8cab44,get_newest_articles_api.py db_get_newest_entry,0.003936529,FALSE,2022-07-04 09:25:11:190520
3817029,3817029,62c2b1f7fc6b45a6de8cab45,get_newest_articles_api.py get,0.117226601,FALSE,2022-07-04 09:25:11:312255
3817030,3817030,62c2b1f7fc6b45a6de8cab46,get_newest_articles_api.py main,4.649614096,FALSE,2022-07-04 09:25:11:316425
3818415,3818415,62c2b32388d51b667dea2d0e,get_newest_articles_api.py get_keywords,4.253713846,FALSE,2022-07-04 09:30:11:798817
3818416,3818416,62c2b32488d51b667dea3fff,get_newest_articles_api.py save_to_db,0.182687283,FALSE,2022-07-04 09:30:12:001606
3818417,3818417,62c2b32488d51b667dea4000,get_newest_articles_api.py db_check_not_empty,0.003907919,FALSE,2022-07-04 09:30:12:009303
3818418,3818418,62c2b32488d51b667dea4001,get_newest_articles_api.py db_get_newest_entry,0.003824234,FALSE,2022-07-04 09:30:12:016440
3818419,3818419,62c2b32488d51b667dea4002,get_newest_articles_api.py get,0.019267082,FALSE,2022-07-04 09:30:12:040392
3818420,3818420,62c2b32488d51b667dea4003,get_newest_articles_api.py main,4.49971962,FALSE,2022-07-04 09:30:12:044518
3819865,3819865,62c2b44e0540b46d1ce9d4d1,get_newest_articles_api.py get_keywords,4.004813433,FALSE,2022-07-04 09:35:10:571695
3819866,3819866,62c2b44e0540b46d1ce9e7c2,get_newest_articles_api.py save_to_db,0.180296898,FALSE,2022-07-04 09:35:10:771888
3819867,3819867,62c2b44e0540b46d1ce9e7c3,get_newest_articles_api.py db_check_not_empty,0.003642559,FALSE,2022-07-04 09:35:10:779347
3819868,3819868,62c2b44e0540b46d1ce9e7c4,get_newest_articles_api.py db_get_newest_entry,0.003939629,FALSE,2022-07-04 09:35:10:786466
3819869,3819869,62c2b44e0540b46d1ce9e7c5,get_newest_articles_api.py get,0.019156694,FALSE,2022-07-04 09:35:10:810335
3819870,3819870,62c2b44e0540b46d1ce9e7c6,get_newest_articles_api.py main,4.247940779,FALSE,2022-07-04 09:35:10:814489
3821231,3821231,62c2b57ca277d28946ba8534,get_newest_articles_api.py get_keywords,4.426053524,FALSE,2022-07-04 09:40:12:547056
3821234,3821234,62c2b57ca277d28946ba9825,get_newest_articles_api.py save_to_db,0.182519674,FALSE,2022-07-04 09:40:12:749112
3821235,3821235,62c2b57ca277d28946ba9826,get_newest_articles_api.py db_check_not_empty,0.00364542,FALSE,2022-07-04 09:40:12:756491
3821236,3821236,62c2b57ca277d28946ba9827,get_newest_articles_api.py db_get_newest_entry,0.00390172,FALSE,2022-07-04 09:40:12:763637
3821237,3821237,62c2b57ca277d28946ba9828,get_newest_articles_api.py get,0.14835453,FALSE,2022-07-04 09:40:12:916405
3821238,3821238,62c2b57da277d28946ba982a,get_newest_articles_api.py save_to_db,0.003594637,FALSE,2022-07-04 09:40:13:001677
3821239,3821239,62c2b57da277d28946ba982b,get_newest_articles_api.py main,4.884830952,FALSE,2022-07-04 09:40:13:005551
3822537,3822537,62c2b6a67c9aed81d14ca109,get_newest_articles_api.py get_keywords,3.656458378,FALSE,2022-07-04 09:45:10:437179
3822539,3822539,62c2b6a67c9aed81d14cb3fa,get_newest_articles_api.py save_to_db,0.179547787,FALSE,2022-07-04 09:45:10:636191
3822540,3822540,62c2b6a67c9aed81d14cb3fb,get_newest_articles_api.py db_check_not_empty,0.003623486,FALSE,2022-07-04 09:45:10:643520
3822541,3822541,62c2b6a67c9aed81d14cb3fc,get_newest_articles_api.py db_get_newest_entry,0.003849745,FALSE,2022-07-04 09:45:10:650406
3822542,3822542,62c2b6a67c9aed81d14cb3fd,get_newest_articles_api.py get,0.116865396,FALSE,2022-07-04 09:45:10:771762
3822543,3822543,62c2b6a67c9aed81d14cb3fe,get_newest_articles_api.py main,3.995831728,FALSE,2022-07-04 09:45:10:776254
3823756,3823756,62c2b7d3f4d0b6998f215e19,get_newest_articles_api.py get_keywords,4.333620071,FALSE,2022-07-04 09:50:11:843693
3823757,3823757,62c2b7d4f4d0b6998f21710a,get_newest_articles_api.py save_to_db,0.179546356,FALSE,2022-07-04 09:50:12:043209
3823758,3823758,62c2b7d4f4d0b6998f21710b,get_newest_articles_api.py db_check_not_empty,0.003628254,FALSE,2022-07-04 09:50:12:050725
3823759,3823759,62c2b7d4f4d0b6998f21710c,get_newest_articles_api.py db_get_newest_entry,0.003937006,FALSE,2022-07-04 09:50:12:057928
3823760,3823760,62c2b7d4f4d0b6998f21710d,get_newest_articles_api.py get,0.168828726,FALSE,2022-07-04 09:50:12:231473
3823761,3823761,62c2b7d4f4d0b6998f21710f,get_newest_articles_api.py save_to_db,0.003483057,FALSE,2022-07-04 09:50:12:309338
3823762,3823762,62c2b7d4f4d0b6998f217110,get_newest_articles_api.py main,4.803575516,FALSE,2022-07-04 09:50:12:313307
3824831,3824831,62c2b8ffa53e24c09b95421d,get_newest_articles_api.py get_keywords,3.734318018,FALSE,2022-07-04 09:55:11:439829
3824832,3824832,62c2b8ffa53e24c09b95550e,get_newest_articles_api.py save_to_db,0.187039375,FALSE,2022-07-04 09:55:11:647315
3824833,3824833,62c2b8ffa53e24c09b95550f,get_newest_articles_api.py db_check_not_empty,0.003733873,FALSE,2022-07-04 09:55:11:654897
3824834,3824834,62c2b8ffa53e24c09b955510,get_newest_articles_api.py db_get_newest_entry,0.004062414,FALSE,2022-07-04 09:55:11:662451
3824835,3824835,62c2b8ffa53e24c09b955511,get_newest_articles_api.py get,0.203351736,FALSE,2022-07-04 09:55:11:870502
3824838,3824838,62c2b8ffa53e24c09b955515,get_newest_articles_api.py save_to_db,0.004251242,FALSE,2022-07-04 09:55:11:982259
3824839,3824839,62c2b8ffa53e24c09b955516,get_newest_articles_api.py main,4.2814188,FALSE,2022-07-04 09:55:11:986557
3825931,3825931,62c2ba2a59a9143f7fc8f022,get_newest_articles_api.py get_keywords,4.058163404,FALSE,2022-07-04 10:00:10:843334
3825932,3825932,62c2ba2b59a9143f7fc90313,get_newest_articles_api.py save_to_db,0.178083897,FALSE,2022-07-04 10:00:11:041466
3825933,3825933,62c2ba2b59a9143f7fc90314,get_newest_articles_api.py db_check_not_empty,0.003553391,FALSE,2022-07-04 10:00:11:048585
3825934,3825934,62c2ba2b59a9143f7fc90315,get_newest_articles_api.py db_get_newest_entry,0.003722906,FALSE,2022-07-04 10:00:11:055336
3825935,3825935,62c2ba2b59a9143f7fc90316,get_newest_articles_api.py get,0.141089678,FALSE,2022-07-04 10:00:11:200839
3825936,3825936,62c2ba2b59a9143f7fc90317,get_newest_articles_api.py main,4.42047739,FALSE,2022-07-04 10:00:11:205275
3825947,3825947,62c2ba2d66ccd300e0dff6ab,get_ge_data.py ga_api,6.662317753,FALSE,2022-07-04 10:00:13:312955
3825948,3825948,62c2ba2d66ccd300e0dff86c,get_ge_data.py save_to_db,0.015833855,FALSE,2022-07-04 10:00:13:403927
3825949,3825949,62c2ba2d66ccd300e0dff86d,get_ge_data.py main,6.759766579,FALSE,2022-07-04 10:00:13:410038
3826986,3826986,62c2bb565f80a848e2a1faa4,get_newest_articles_api.py get_keywords,3.653497458,FALSE,2022-07-04 10:05:10:799858
3826987,3826987,62c2bb565f80a848e2a20d95,get_newest_articles_api.py save_to_db,0.174568892,FALSE,2022-07-04 10:05:10:994138
3826988,3826988,62c2bb575f80a848e2a20d96,get_newest_articles_api.py db_check_not_empty,0.003513575,FALSE,2022-07-04 10:05:11:001159
3826989,3826989,62c2bb575f80a848e2a20d97,get_newest_articles_api.py db_get_newest_entry,0.003692627,FALSE,2022-07-04 10:05:11:007763
3826990,3826990,62c2bb575f80a848e2a20d98,get_newest_articles_api.py get,0.263118029,FALSE,2022-07-04 10:05:11:275266
3826991,3826991,62c2bb575f80a848e2a20d9a,get_newest_articles_api.py save_to_db,0.00363946,FALSE,2022-07-04 10:05:11:351055
3826992,3826992,62c2bb575f80a848e2a20d9b,get_newest_articles_api.py main,4.208930731,FALSE,2022-07-04 10:05:11:354970
3828023,3828023,62c2bc83abe226999d56060a,get_newest_articles_api.py get_keywords,4.359914064,FALSE,2022-07-04 10:10:11:688616
3828024,3828024,62c2bc83abe226999d5618fb,get_newest_articles_api.py save_to_db,0.182097673,FALSE,2022-07-04 10:10:11:890714
3828025,3828025,62c2bc83abe226999d5618fc,get_newest_articles_api.py db_check_not_empty,0.003538132,FALSE,2022-07-04 10:10:11:897884
3828026,3828026,62c2bc83abe226999d5618fd,get_newest_articles_api.py db_get_newest_entry,0.003939629,FALSE,2022-07-04 10:10:11:905160
3828027,3828027,62c2bc84abe226999d5618fe,get_newest_articles_api.py get,0.145425558,FALSE,2022-07-04 10:10:12:055155
3828030,3828030,62c2bc84abe226999d561900,get_newest_articles_api.py save_to_db,0.003195763,FALSE,2022-07-04 10:10:12:124898
3828031,3828031,62c2bc84abe226999d561901,get_newest_articles_api.py main,4.800061703,FALSE,2022-07-04 10:10:12:128502
3828868,3828868,62c2bdafeb02c1f192e93a28,get_newest_articles_api.py get_keywords,4.144715548,FALSE,2022-07-04 10:15:11:027649
3828869,3828869,62c2bdafeb02c1f192e94d19,get_newest_articles_api.py save_to_db,0.175891876,FALSE,2022-07-04 10:15:11:223912
3828870,3828870,62c2bdafeb02c1f192e94d1a,get_newest_articles_api.py db_check_not_empty,0.003641367,FALSE,2022-07-04 10:15:11:231222
3828871,3828871,62c2bdafeb02c1f192e94d1b,get_newest_articles_api.py db_get_newest_entry,0.003627777,FALSE,2022-07-04 10:15:11:237855
3828872,3828872,62c2bdafeb02c1f192e94d1c,get_newest_articles_api.py get,0.153972387,FALSE,2022-07-04 10:15:11:396110
3828873,3828873,62c2bdafeb02c1f192e94d1e,get_newest_articles_api.py save_to_db,0.003304958,FALSE,2022-07-04 10:15:11:465557
3828874,3828874,62c2bdafeb02c1f192e94d1f,get_newest_articles_api.py main,4.586368322,FALSE,2022-07-04 10:15:11:468964
3829933,3829933,62c2bedab67bb6fff29eb3f3,get_newest_articles_api.py get_keywords,3.805942774,FALSE,2022-07-04 10:20:10:201450
3829934,3829934,62c2bedab67bb6fff29ec6e4,get_newest_articles_api.py save_to_db,0.18243742,FALSE,2022-07-04 10:20:10:403791
3829935,3829935,62c2bedab67bb6fff29ec6e5,get_newest_articles_api.py db_check_not_empty,0.003466129,FALSE,2022-07-04 10:20:10:411129
3829936,3829936,62c2bedab67bb6fff29ec6e6,get_newest_articles_api.py db_get_newest_entry,0.003773451,FALSE,2022-07-04 10:20:10:418198
3829937,3829937,62c2bedab67bb6fff29ec6e7,get_newest_articles_api.py get,0.162864447,FALSE,2022-07-04 10:20:10:585513
3829938,3829938,62c2bedab67bb6fff29ec6e9,get_newest_articles_api.py save_to_db,0.003442764,FALSE,2022-07-04 10:20:10:662091
3829939,3829939,62c2bedab67bb6fff29ec6ea,get_newest_articles_api.py main,4.270804167,FALSE,2022-07-04 10:20:10:665929
3830892,3830892,62c2c00623f8932ffc5e3be4,get_newest_articles_api.py get_keywords,3.653974771,FALSE,2022-07-04 10:25:10:433623
3830893,3830893,62c2c00623f8932ffc5e4ed5,get_newest_articles_api.py save_to_db,0.177220821,FALSE,2022-07-04 10:25:10:630504
3830894,3830894,62c2c00623f8932ffc5e4ed6,get_newest_articles_api.py db_check_not_empty,0.00356698,FALSE,2022-07-04 10:25:10:637680
3830895,3830895,62c2c00623f8932ffc5e4ed7,get_newest_articles_api.py db_get_newest_entry,0.003753901,FALSE,2022-07-04 10:25:10:644499
3830896,3830896,62c2c00623f8932ffc5e4ed8,get_newest_articles_api.py get,0.174823284,FALSE,2022-07-04 10:25:10:823757
3830897,3830897,62c2c00623f8932ffc5e4edb,get_newest_articles_api.py save_to_db,0.003550529,FALSE,2022-07-04 10:25:10:911045
3830898,3830898,62c2c00623f8932ffc5e4edc,get_newest_articles_api.py main,4.135158062,FALSE,2022-07-04 10:25:10:914541
3831734,3831734,62c2c132c7d3b698bd70c8ad,get_newest_articles_api.py get_keywords,3.839935541,FALSE,2022-07-04 10:30:10:636142
3831742,3831742,62c2c132c7d3b698bd70db9e,get_newest_articles_api.py save_to_db,0.181847095,FALSE,2022-07-04 10:30:10:837980
3831743,3831743,62c2c132c7d3b698bd70db9f,get_newest_articles_api.py db_check_not_empty,0.003856182,FALSE,2022-07-04 10:30:10:849665
3831744,3831744,62c2c132c7d3b698bd70dba0,get_newest_articles_api.py db_get_newest_entry,0.004065037,FALSE,2022-07-04 10:30:10:857217
3831745,3831745,62c2c132c7d3b698bd70dba1,get_newest_articles_api.py get,0.106471539,FALSE,2022-07-04 10:30:10:968566
3831746,3831746,62c2c132c7d3b698bd70dba2,get_newest_articles_api.py main,4.177091122,FALSE,2022-07-04 10:30:10:972981
3832709,3832709,62c2c26074d12c7997cb4e32,get_newest_articles_api.py get_keywords,4.014769077,FALSE,2022-07-04 10:35:12:063689
3832710,3832710,62c2c26074d12c7997cb6123,get_newest_articles_api.py save_to_db,0.180071354,FALSE,2022-07-04 10:35:12:263531
3832711,3832711,62c2c26074d12c7997cb6124,get_newest_articles_api.py db_check_not_empty,0.003491402,FALSE,2022-07-04 10:35:12:270681
3832712,3832712,62c2c26074d12c7997cb6125,get_newest_articles_api.py db_get_newest_entry,0.003808975,FALSE,2022-07-04 10:35:12:277731
3832713,3832713,62c2c26074d12c7997cb6126,get_newest_articles_api.py get,0.121144056,FALSE,2022-07-04 10:35:12:403277
3832714,3832714,62c2c26074d12c7997cb6127,get_newest_articles_api.py main,4.359003782,FALSE,2022-07-04 10:35:12:407659
3833679,3833679,62c2c38b8e81ae73a276a9f0,get_newest_articles_api.py get_keywords,4.0051651,FALSE,2022-07-04 10:40:11:404880
3833680,3833680,62c2c38b8e81ae73a276bce1,get_newest_articles_api.py save_to_db,0.181442976,FALSE,2022-07-04 10:40:11:606216
3833681,3833681,62c2c38b8e81ae73a276bce2,get_newest_articles_api.py db_check_not_empty,0.003643751,FALSE,2022-07-04 10:40:11:613455
3833682,3833682,62c2c38b8e81ae73a276bce3,get_newest_articles_api.py db_get_newest_entry,0.00377512,FALSE,2022-07-04 10:40:11:620277
