,Unnamed: 0,_id,Function,Time,Error,time_stamp
3904151,3904151,62c3601cd749067de6dad02c,main.py (API)  db_get_articles_by_url,1.82276082,FALSE,2022-07-04 21:48:12:752390
3904152,3904152,62c3601dc416e7fa9f479e02,main.py (API)  read_from_db_by_date,3.858791828,FALSE,2022-07-04 21:48:13:595376
3904153,3904153,62c3601fc416e7fa9f479e03,main.py (API)  db_get_articles_by_url,1.74011445,FALSE,2022-07-04 21:48:15:380417
3904154,3904154,62c3602430cc64b9ac5148b6,main.py (API)  read_from_db_by_date,3.768640041,FALSE,2022-07-04 21:48:20:964425
3904155,3904155,62c3602630cc64b9ac5148b7,main.py (API)  db_get_articles_by_url,1.682616234,FALSE,2022-07-04 21:48:22:688906
3904158,3904158,62c3602700fa1d27ec46bcf3,main.py (API)  read_from_db_by_date,3.921553373,FALSE,2022-07-04 21:48:23:660043
3904161,3904161,62c3602900fa1d27ec46bcf4,main.py (API)  db_get_articles_by_url,1.855855227,FALSE,2022-07-04 21:48:25:572811
3904162,3904162,62c3602adc1b80002e997101,main.py (API)  read_from_db_by_date,4.170833826,FALSE,2022-07-04 21:48:26:651276
3904163,3904163,62c3602cdc1b80002e997102,main.py (API)  db_get_articles_by_url,1.801135778,FALSE,2022-07-04 21:48:28:499423
3904164,3904164,62c3602d01443c1ed0ea8948,main.py (API)  read_from_db_by_date,3.949418306,FALSE,2022-07-04 21:48:29:809094
3904165,3904165,62c3602f01443c1ed0ea8949,main.py (API)  db_get_articles_by_url,1.600027323,FALSE,2022-07-04 21:48:31:453964
3904176,3904176,62c3603e472c31fe0bf3baa8,main.py (API)  read_from_db_by_date,4.010028362,FALSE,2022-07-04 21:48:46:544277
3904177,3904177,62c36040472c31fe0bf3baa9,main.py (API)  db_get_articles_by_url,1.690031052,FALSE,2022-07-04 21:48:48:279711
3904178,3904178,62c36040c6fd643f3329760c,main.py (API)  read_from_db_by_date,4.665975332,FALSE,2022-07-04 21:48:48:501710
3904179,3904179,62c36041aee8801a5392cb9d,main.py (API)  read_from_db_by_date,4.827902317,FALSE,2022-07-04 21:48:49:037116
3904180,3904180,62c36042c6fd643f3329760d,main.py (API)  db_get_articles_by_url,1.820653677,FALSE,2022-07-04 21:48:50:367605
3904181,3904181,62c36042aee8801a5392cb9e,main.py (API)  db_get_articles_by_url,1.770777225,FALSE,2022-07-04 21:48:50:855714
3904234,3904234,62c360933bfca1d98f548eb1,get_newest_articles_api.py get_keywords,4.187017202,FALSE,2022-07-04 21:50:11:599927
3904235,3904235,62c360933bfca1d98f54a1a2,get_newest_articles_api.py save_to_db,0.180868387,FALSE,2022-07-04 21:50:11:800563
3904236,3904236,62c360933bfca1d98f54a1a3,get_newest_articles_api.py db_check_not_empty,0.003443003,FALSE,2022-07-04 21:50:11:807645
3904237,3904237,62c360933bfca1d98f54a1a4,get_newest_articles_api.py db_get_newest_entry,0.003695011,FALSE,2022-07-04 21:50:11:814560
3904238,3904238,62c360933bfca1d98f54a1a5,get_newest_articles_api.py get,0.023322821,FALSE,2022-07-04 21:50:11:842710
3904239,3904239,62c360943bfca1d98f54a1a6,get_newest_articles_api.py main,4.616537333,FALSE,2022-07-04 21:50:12:029134
3904428,3904428,62c361bfbe4ff0137a20dd03,get_newest_articles_api.py get_keywords,4.298873425,FALSE,2022-07-04 21:55:11:930716
3904429,3904429,62c361c0be4ff0137a20eff4,get_newest_articles_api.py save_to_db,0.181813002,FALSE,2022-07-04 21:55:12:132617
3904430,3904430,62c361c0be4ff0137a20eff5,get_newest_articles_api.py db_check_not_empty,0.00358057,FALSE,2022-07-04 21:55:12:139911
3904431,3904431,62c361c0be4ff0137a20eff6,get_newest_articles_api.py db_get_newest_entry,0.003945351,FALSE,2022-07-04 21:55:12:147000
3904432,3904432,62c361c0be4ff0137a20eff7,get_newest_articles_api.py get,0.027191401,FALSE,2022-07-04 21:55:12:179027
3904433,3904433,62c361c0be4ff0137a20eff8,get_newest_articles_api.py main,4.73102951,FALSE,2022-07-04 21:55:12:362512
3904677,3904677,62c362ecc6a017747e61cd9e,get_newest_articles_api.py get_keywords,4.841921806,FALSE,2022-07-04 22:00:11:999186
3904678,3904678,62c362ecc6a017747e61e08f,get_newest_articles_api.py save_to_db,0.190936804,FALSE,2022-07-04 22:00:12:211071
3904679,3904679,62c362ecc6a017747e61e090,get_newest_articles_api.py db_check_not_empty,0.003686666,FALSE,2022-07-04 22:00:12:218715
3904680,3904680,62c362ecc6a017747e61e091,get_newest_articles_api.py db_get_newest_entry,0.004116058,FALSE,2022-07-04 22:00:12:226613
3904681,3904681,62c362ecc6a017747e61e092,get_newest_articles_api.py get,0.023021936,FALSE,2022-07-04 22:00:12:254587
3904682,3904682,62c362ecc6a017747e61e093,get_newest_articles_api.py main,5.285909653,FALSE,2022-07-04 22:00:12:442724
3904693,3904693,62c362ed67b08c44f77fa304,get_ge_data.py ga_api,6.549307108,FALSE,2022-07-04 22:00:13:500719
3904694,3904694,62c362ed67b08c44f77fa3cf,get_ge_data.py save_to_db,0.008722067,FALSE,2022-07-04 22:00:13:578825
3904695,3904695,62c362ed67b08c44f77fa3d0,get_ge_data.py main,6.633971691,FALSE,2022-07-04 22:00:13:584966
3904828,3904828,62c363a6d749067de6dad02d,main.py (API)  read_from_db_by_date,3.796524286,FALSE,2022-07-04 22:03:18:809739
3904829,3904829,62c363a8d749067de6dad02e,main.py (API)  db_get_articles_by_url,1.63103199,FALSE,2022-07-04 22:03:20:484941
3904830,3904830,62c363a9c416e7fa9f479e04,main.py (API)  read_from_db_by_date,3.834579229,FALSE,2022-07-04 22:03:21:325276
3904831,3904831,62c363aac416e7fa9f479e05,main.py (API)  db_get_articles_by_url,1.624444723,FALSE,2022-07-04 22:03:22:993336
3904832,3904832,62c363b030cc64b9ac5148b8,main.py (API)  read_from_db_by_date,3.805449963,FALSE,2022-07-04 22:03:28:742745
3904833,3904833,62c363b230cc64b9ac5148b9,main.py (API)  db_get_articles_by_url,1.854465961,FALSE,2022-07-04 22:03:30:639534
3904834,3904834,62c363b300fa1d27ec46bcf5,main.py (API)  read_from_db_by_date,4.034481049,FALSE,2022-07-04 22:03:31:926522
3904835,3904835,62c363b500fa1d27ec46bcf6,main.py (API)  db_get_articles_by_url,1.927041531,FALSE,2022-07-04 22:03:33:899905
3904836,3904836,62c363b6dc1b80002e997103,main.py (API)  read_from_db_by_date,3.942015886,FALSE,2022-07-04 22:03:34:694674
3904839,3904839,62c363b8dc1b80002e997104,main.py (API)  db_get_articles_by_url,1.866583586,FALSE,2022-07-04 22:03:36:606878
3904840,3904840,62c363b901443c1ed0ea894a,main.py (API)  read_from_db_by_date,3.989257097,FALSE,2022-07-04 22:03:37:651391
3904841,3904841,62c363bb01443c1ed0ea894b,main.py (API)  db_get_articles_by_url,1.798548698,FALSE,2022-07-04 22:03:39:497198
3904860,3904860,62c363ca472c31fe0bf3baaa,main.py (API)  read_from_db_by_date,3.795984745,FALSE,2022-07-04 22:03:54:364463
3904861,3904861,62c363cc472c31fe0bf3baab,main.py (API)  db_get_articles_by_url,2.230156183,FALSE,2022-07-04 22:03:56:641605
3904862,3904862,62c363cdc6fd643f3329760e,main.py (API)  read_from_db_by_date,4.531672239,FALSE,2022-07-04 22:03:57:237779
3904863,3904863,62c363cdaee8801a5392cb9f,main.py (API)  read_from_db_by_date,4.711165428,FALSE,2022-07-04 22:03:57:887631
3904864,3904864,62c363cfc6fd643f3329760f,main.py (API)  db_get_articles_by_url,1.89970541,FALSE,2022-07-04 22:03:59:183545
3904865,3904865,62c363cfaee8801a5392cba0,main.py (API)  db_get_articles_by_url,1.817370415,FALSE,2022-07-04 22:03:59:752602
3904930,3904930,62c3641630b76a96d3851220,get_newest_articles_api.py get_keywords,3.957395554,FALSE,2022-07-04 22:05:10:658161
3904931,3904931,62c3641630b76a96d3852511,get_newest_articles_api.py save_to_db,0.180791616,FALSE,2022-07-04 22:05:10:859130
3904932,3904932,62c3641630b76a96d3852512,get_newest_articles_api.py db_check_not_empty,0.003608465,FALSE,2022-07-04 22:05:10:866486
3904933,3904933,62c3641630b76a96d3852513,get_newest_articles_api.py db_get_newest_entry,0.003853083,FALSE,2022-07-04 22:05:10:873341
3904934,3904934,62c3641630b76a96d3852514,get_newest_articles_api.py get,0.042538881,FALSE,2022-07-04 22:05:10:920576
3904935,3904935,62c3641730b76a96d3852515,get_newest_articles_api.py main,4.406909704,FALSE,2022-07-04 22:05:11:107365
3905140,3905140,62c365448978d057a760e3d5,get_newest_articles_api.py get_keywords,4.209318638,FALSE,2022-07-04 22:10:12:658034
3905141,3905141,62c365448978d057a760f6c6,get_newest_articles_api.py save_to_db,0.182776928,FALSE,2022-07-04 22:10:12:860892
3905142,3905142,62c365448978d057a760f6c7,get_newest_articles_api.py db_check_not_empty,0.003726006,FALSE,2022-07-04 22:10:12:868556
3905143,3905143,62c365448978d057a760f6c8,get_newest_articles_api.py db_get_newest_entry,0.003930569,FALSE,2022-07-04 22:10:12:875909
3905144,3905144,62c365448978d057a760f6c9,get_newest_articles_api.py get,0.0210917,FALSE,2022-07-04 22:10:12:901731
3905147,3905147,62c365458978d057a760f6ca,get_newest_articles_api.py main,4.640668869,FALSE,2022-07-04 22:10:13:089071
3905364,3905364,62c3666f1d5c8d94225a19a7,get_newest_articles_api.py get_keywords,4.268858671,FALSE,2022-07-04 22:15:11:368891
3905365,3905365,62c3666f1d5c8d94225a2c98,get_newest_articles_api.py save_to_db,0.180060625,FALSE,2022-07-04 22:15:11:570693
3905366,3905366,62c3666f1d5c8d94225a2c99,get_newest_articles_api.py db_check_not_empty,0.003600359,FALSE,2022-07-04 22:15:11:578004
3905367,3905367,62c3666f1d5c8d94225a2c9a,get_newest_articles_api.py db_get_newest_entry,0.003795147,FALSE,2022-07-04 22:15:11:585031
3905368,3905368,62c3666f1d5c8d94225a2c9b,get_newest_articles_api.py get,0.022729874,FALSE,2022-07-04 22:15:11:612183
3905369,3905369,62c3666f1d5c8d94225a2c9c,get_newest_articles_api.py main,4.69775939,FALSE,2022-07-04 22:15:11:797456
3905514,3905514,62c36732d749067de6dad02f,main.py (API)  read_from_db_by_date,3.797774792,FALSE,2022-07-04 22:18:26:510840
3905515,3905515,62c36734d749067de6dad030,main.py (API)  db_get_articles_by_url,1.711972475,FALSE,2022-07-04 22:18:28:265536
3905516,3905516,62c36735c416e7fa9f479e06,main.py (API)  read_from_db_by_date,3.885179281,FALSE,2022-07-04 22:18:29:034445
3905517,3905517,62c36736c416e7fa9f479e07,main.py (API)  db_get_articles_by_url,1.691016912,FALSE,2022-07-04 22:18:30:769413
3905528,3905528,62c3673c30cc64b9ac5148ba,main.py (API)  read_from_db_by_date,3.752516747,FALSE,2022-07-04 22:18:36:628240
3905529,3905529,62c3673e30cc64b9ac5148bb,main.py (API)  db_get_articles_by_url,1.870262861,FALSE,2022-07-04 22:18:38:542352
3905530,3905530,62c3674000fa1d27ec46bcf7,main.py (API)  read_from_db_by_date,4.177079678,FALSE,2022-07-04 22:18:40:483923
3905531,3905531,62c3674200fa1d27ec46bcf8,main.py (API)  db_get_articles_by_url,1.769750834,FALSE,2022-07-04 22:18:42:307536
3905532,3905532,62c36742dc1b80002e997105,main.py (API)  read_from_db_by_date,3.929088831,FALSE,2022-07-04 22:18:42:822468
3905533,3905533,62c36744dc1b80002e997106,main.py (API)  db_get_articles_by_url,1.857807636,FALSE,2022-07-04 22:18:44:730385
3905534,3905534,62c3674501443c1ed0ea894c,main.py (API)  read_from_db_by_date,4.11372447,FALSE,2022-07-04 22:18:45:758894
3905535,3905535,62c3674701443c1ed0ea894d,main.py (API)  db_get_articles_by_url,1.603308678,FALSE,2022-07-04 22:18:47:407973
3905546,3905546,62c36756472c31fe0bf3baac,main.py (API)  read_from_db_by_date,3.867682457,FALSE,2022-07-04 22:19:02:752763
3905547,3905547,62c36758472c31fe0bf3baad,main.py (API)  db_get_articles_by_url,1.822579861,FALSE,2022-07-04 22:19:04:622094
3905548,3905548,62c36759c6fd643f33297610,main.py (API)  read_from_db_by_date,4.0998528,FALSE,2022-07-04 22:19:05:567754
3905549,3905549,62c3675aaee8801a5392cba1,main.py (API)  read_from_db_by_date,4.310142517,FALSE,2022-07-04 22:19:06:374815
3905550,3905550,62c3675bc6fd643f33297611,main.py (API)  db_get_articles_by_url,1.834580898,FALSE,2022-07-04 22:19:07:448760
3905551,3905551,62c3675caee8801a5392cba2,main.py (API)  db_get_articles_by_url,1.829632044,FALSE,2022-07-04 22:19:08:253838
3905606,3905606,62c3679a8c235cef781009ec,get_newest_articles_api.py get_keywords,4.218991756,FALSE,2022-07-04 22:20:10:880190
3905607,3905607,62c3679b8c235cef78101cdd,get_newest_articles_api.py save_to_db,0.182719707,FALSE,2022-07-04 22:20:11:082742
3905608,3905608,62c3679b8c235cef78101cde,get_newest_articles_api.py db_check_not_empty,0.003667831,FALSE,2022-07-04 22:20:11:090108
3905609,3905609,62c3679b8c235cef78101cdf,get_newest_articles_api.py db_get_newest_entry,0.00379777,FALSE,2022-07-04 22:20:11:097092
3905610,3905610,62c3679b8c235cef78101ce0,get_newest_articles_api.py get,0.023263454,FALSE,2022-07-04 22:20:11:124762
3905611,3905611,62c3679b8c235cef78101ce1,get_newest_articles_api.py main,4.645347595,FALSE,2022-07-04 22:20:11:306107
3905796,3905796,62c368c7a1a792a8da702634,get_newest_articles_api.py get_keywords,3.532024622,FALSE,2022-07-04 22:25:11:112686
3905797,3905797,62c368c7a1a792a8da703925,get_newest_articles_api.py save_to_db,0.18152833,FALSE,2022-07-04 22:25:11:314119
3905798,3905798,62c368c7a1a792a8da703926,get_newest_articles_api.py db_check_not_empty,0.003549099,FALSE,2022-07-04 22:25:11:321454
3905799,3905799,62c368c7a1a792a8da703927,get_newest_articles_api.py db_get_newest_entry,0.003726482,FALSE,2022-07-04 22:25:11:328366
3905800,3905800,62c368c7a1a792a8da703928,get_newest_articles_api.py get,0.020093679,FALSE,2022-07-04 22:25:11:353091
3905801,3905801,62c368c7a1a792a8da703929,get_newest_articles_api.py main,3.955894709,FALSE,2022-07-04 22:25:11:536252
3906046,3906046,62c369f4768790eea90fe7f6,get_newest_articles_api.py get_keywords,4.27129364,FALSE,2022-07-04 22:30:12:003963
3906047,3906047,62c369f4768790eea90ffae7,get_newest_articles_api.py save_to_db,0.182511806,FALSE,2022-07-04 22:30:12:206593
3906048,3906048,62c369f4768790eea90ffae8,get_newest_articles_api.py db_check_not_empty,0.003672838,FALSE,2022-07-04 22:30:12:214088
3906049,3906049,62c369f4768790eea90ffae9,get_newest_articles_api.py db_get_newest_entry,0.003898621,FALSE,2022-07-04 22:30:12:221262
3906050,3906050,62c369f4768790eea90ffaea,get_newest_articles_api.py get,0.020559072,FALSE,2022-07-04 22:30:12:246358
3906051,3906051,62c369f4768790eea90ffaeb,get_newest_articles_api.py main,4.697003603,FALSE,2022-07-04 22:30:12:429409
3906196,3906196,62c36abed749067de6dad031,main.py (API)  read_from_db_by_date,3.789106607,FALSE,2022-07-04 22:33:34:253733
3906197,3906197,62c36ac0d749067de6dad032,main.py (API)  db_get_articles_by_url,1.725650549,FALSE,2022-07-04 22:33:36:023154
3906198,3906198,62c36ac0c416e7fa9f479e08,main.py (API)  read_from_db_by_date,3.880288363,FALSE,2022-07-04 22:33:36:811704
3906199,3906199,62c36ac2c416e7fa9f479e09,main.py (API)  db_get_articles_by_url,1.688145638,FALSE,2022-07-04 22:33:38:544573
3906220,3906220,62c36ac830cc64b9ac5148bc,main.py (API)  read_from_db_by_date,3.768241882,FALSE,2022-07-04 22:33:44:578662
3906221,3906221,62c36aca30cc64b9ac5148bd,main.py (API)  db_get_articles_by_url,1.913805246,FALSE,2022-07-04 22:33:46:534448
3906222,3906222,62c36acc00fa1d27ec46bcf9,main.py (API)  read_from_db_by_date,4.22033143,FALSE,2022-07-04 22:33:48:843126
3906225,3906225,62c36ace00fa1d27ec46bcfa,main.py (API)  db_get_articles_by_url,1.784179688,FALSE,2022-07-04 22:33:50:674719
3906228,3906228,62c36acedc1b80002e997107,main.py (API)  read_from_db_by_date,3.966858864,FALSE,2022-07-04 22:33:50:991852
3906231,3906231,62c36ad0dc1b80002e997108,main.py (API)  db_get_articles_by_url,1.699133635,FALSE,2022-07-04 22:33:52:738005
3906232,3906232,62c36ad101443c1ed0ea894e,main.py (API)  read_from_db_by_date,4.102600813,FALSE,2022-07-04 22:33:53:661765
3906233,3906233,62c36ad301443c1ed0ea894f,main.py (API)  db_get_articles_by_url,1.619881153,FALSE,2022-07-04 22:33:55:328304
3906240,3906240,62c36ae2472c31fe0bf3baae,main.py (API)  read_from_db_by_date,3.749447584,FALSE,2022-07-04 22:34:10:740735
3906241,3906241,62c36ae4472c31fe0bf3baaf,main.py (API)  db_get_articles_by_url,1.913775444,FALSE,2022-07-04 22:34:12:700677
3906242,3906242,62c36ae5c6fd643f33297612,main.py (API)  read_from_db_by_date,4.146770477,FALSE,2022-07-04 22:34:13:875074
3906243,3906243,62c36ae6aee8801a5392cba3,main.py (API)  read_from_db_by_date,4.354654074,FALSE,2022-07-04 22:34:14:917440
3906244,3906244,62c36ae7c6fd643f33297613,main.py (API)  db_get_articles_by_url,1.673691511,FALSE,2022-07-04 22:34:15:596219
3906245,3906245,62c36ae8aee8801a5392cba4,main.py (API)  db_get_articles_by_url,1.727894068,FALSE,2022-07-04 22:34:16:694431
3906280,3906280,62c36b1f0677fed6dbb94ae0,get_newest_articles_api.py get_keywords,4.152439594,FALSE,2022-07-04 22:35:11:855730
3906281,3906281,62c36b200677fed6dbb95dd1,get_newest_articles_api.py save_to_db,0.181617022,FALSE,2022-07-04 22:35:12:057323
3906282,3906282,62c36b200677fed6dbb95dd2,get_newest_articles_api.py db_check_not_empty,0.00352025,FALSE,2022-07-04 22:35:12:064423
3906283,3906283,62c36b200677fed6dbb95dd3,get_newest_articles_api.py db_get_newest_entry,0.003639936,FALSE,2022-07-04 22:35:12:071060
3906284,3906284,62c36b200677fed6dbb95dd4,get_newest_articles_api.py get,0.056016207,FALSE,2022-07-04 22:35:12:131488
3906285,3906285,62c36b200677fed6dbb95dd5,get_newest_articles_api.py main,4.609237909,FALSE,2022-07-04 22:35:12:312204
3906556,3906556,62c36c4be2e1a0aeac326359,get_newest_articles_api.py get_keywords,4.397072554,FALSE,2022-07-04 22:40:11:828918
3906557,3906557,62c36c4ce2e1a0aeac32764a,get_newest_articles_api.py save_to_db,0.18598032,FALSE,2022-07-04 22:40:12:034926
3906558,3906558,62c36c4ce2e1a0aeac32764b,get_newest_articles_api.py db_check_not_empty,0.003558636,FALSE,2022-07-04 22:40:12:042165
3906559,3906559,62c36c4ce2e1a0aeac32764c,get_newest_articles_api.py db_get_newest_entry,0.003909588,FALSE,2022-07-04 22:40:12:049328
3906560,3906560,62c36c4ce2e1a0aeac32764d,get_newest_articles_api.py get,0.022166967,FALSE,2022-07-04 22:40:12:076318
3906561,3906561,62c36c4ce2e1a0aeac32764e,get_newest_articles_api.py main,4.827254772,FALSE,2022-07-04 22:40:12:258626
3906796,3906796,62c36d77e894f9fa13b3a984,get_newest_articles_api.py get_keywords,4.545747042,FALSE,2022-07-04 22:45:11:698215
3906797,3906797,62c36d77e894f9fa13b3bc75,get_newest_articles_api.py save_to_db,0.200429916,FALSE,2022-07-04 22:45:11:919078
3906798,3906798,62c36d77e894f9fa13b3bc76,get_newest_articles_api.py db_check_not_empty,0.003594875,FALSE,2022-07-04 22:45:11:926430
3906799,3906799,62c36d77e894f9fa13b3bc77,get_newest_articles_api.py db_get_newest_entry,0.003928661,FALSE,2022-07-04 22:45:11:933740
3906800,3906800,62c36d77e894f9fa13b3bc78,get_newest_articles_api.py get,0.020477772,FALSE,2022-07-04 22:45:11:958819
3906801,3906801,62c36d78e894f9fa13b3bc79,get_newest_articles_api.py main,4.990769148,FALSE,2022-07-04 22:45:12:142926
3906954,3906954,62c36e4ad749067de6dad033,main.py (API)  read_from_db_by_date,3.739230394,FALSE,2022-07-04 22:48:42:052935
3906955,3906955,62c36e4bd749067de6dad034,main.py (API)  db_get_articles_by_url,1.839221716,FALSE,2022-07-04 22:48:43:935915
3906956,3906956,62c36e4cc416e7fa9f479e0a,main.py (API)  read_from_db_by_date,3.986488819,FALSE,2022-07-04 22:48:44:799116
3906957,3906957,62c36e4ec416e7fa9f479e0b,main.py (API)  db_get_articles_by_url,1.70770812,FALSE,2022-07-04 22:48:46:551345
3906962,3906962,62c36e5430cc64b9ac5148be,main.py (API)  read_from_db_by_date,3.712165117,FALSE,2022-07-04 22:48:52:977266
3906965,3906965,62c36e5630cc64b9ac5148bf,main.py (API)  db_get_articles_by_url,1.769118071,FALSE,2022-07-04 22:48:54:788374
3906966,3906966,62c36e5900fa1d27ec46bcfb,main.py (API)  read_from_db_by_date,4.094256639,FALSE,2022-07-04 22:48:57:233500
3906969,3906969,62c36e5bdc1b80002e997109,main.py (API)  read_from_db_by_date,3.970868111,FALSE,2022-07-04 22:48:59:086296
3906970,3906970,62c36e5b00fa1d27ec46bcfc,main.py (API)  db_get_articles_by_url,1.875742197,FALSE,2022-07-04 22:48:59:155569
3906971,3906971,62c36e5cdc1b80002e99710a,main.py (API)  db_get_articles_by_url,1.828616381,FALSE,2022-07-04 22:49:00:961370
3906972,3906972,62c36e5d01443c1ed0ea8950,main.py (API)  read_from_db_by_date,4.119049311,FALSE,2022-07-04 22:49:01:650372
3906973,3906973,62c36e5f01443c1ed0ea8951,main.py (API)  db_get_articles_by_url,1.757309437,FALSE,2022-07-04 22:49:03:456812
3906980,3906980,62c36e6e472c31fe0bf3bab0,main.py (API)  read_from_db_by_date,3.841070652,FALSE,2022-07-04 22:49:18:880599
3906981,3906981,62c36e70472c31fe0bf3bab1,main.py (API)  db_get_articles_by_url,1.937553644,FALSE,2022-07-04 22:49:20:863568
3906982,3906982,62c36e72c6fd643f33297614,main.py (API)  read_from_db_by_date,4.263463259,FALSE,2022-07-04 22:49:22:124375
3906983,3906983,62c36e73aee8801a5392cba5,main.py (API)  read_from_db_by_date,4.53580761,FALSE,2022-07-04 22:49:23:584082
3906985,3906985,62c36e74c6fd643f33297615,main.py (API)  db_get_articles_by_url,2.026013613,FALSE,2022-07-04 22:49:24:197331
3906987,3906987,62c36e75aee8801a5392cba6,main.py (API)  db_get_articles_by_url,1.88359046,FALSE,2022-07-04 22:49:25:521942
3907054,3907054,62c36ea2dc392719ba703d28,get_newest_articles_api.py get_keywords,3.836435556,FALSE,2022-07-04 22:50:10:981833
3907055,3907055,62c36ea3dc392719ba705019,get_newest_articles_api.py save_to_db,0.179833174,FALSE,2022-07-04 22:50:11:182053
3907056,3907056,62c36ea3dc392719ba70501a,get_newest_articles_api.py db_check_not_empty,0.003693104,FALSE,2022-07-04 22:50:11:189627
3907057,3907057,62c36ea3dc392719ba70501b,get_newest_articles_api.py db_get_newest_entry,0.004029989,FALSE,2022-07-04 22:50:11:197098
3907058,3907058,62c36ea3dc392719ba70501c,get_newest_articles_api.py get,0.020203352,FALSE,2022-07-04 22:50:11:221868
3907059,3907059,62c36ea3dc392719ba70501d,get_newest_articles_api.py main,4.258323193,FALSE,2022-07-04 22:50:11:403405
3907362,3907362,62c36fce40e086cf25b200af,get_newest_articles_api.py get_keywords,3.688292742,FALSE,2022-07-04 22:55:10:831650
3907363,3907363,62c36fcf40e086cf25b213a0,get_newest_articles_api.py save_to_db,0.183147192,FALSE,2022-07-04 22:55:11:035249
3907364,3907364,62c36fcf40e086cf25b213a1,get_newest_articles_api.py db_check_not_empty,0.003645182,FALSE,2022-07-04 22:55:11:042792
3907365,3907365,62c36fcf40e086cf25b213a2,get_newest_articles_api.py db_get_newest_entry,0.004102945,FALSE,2022-07-04 22:55:11:050365
3907366,3907366,62c36fcf40e086cf25b213a3,get_newest_articles_api.py get,0.020279169,FALSE,2022-07-04 22:55:11:075627
3907367,3907367,62c36fcf40e086cf25b213a4,get_newest_articles_api.py main,4.119978905,FALSE,2022-07-04 22:55:11:262989
3907612,3907612,62c370fa7bcf384ee3ee89f3,get_ge_data.py ga_api,3.576458216,FALSE,2022-07-04 23:00:10:340302
3907613,3907613,62c370fa7bcf384ee3ee8af5,get_ge_data.py save_to_db,0.009987831,FALSE,2022-07-04 23:00:10:419406
3907614,3907614,62c370fa7bcf384ee3ee8af6,get_ge_data.py main,3.661841393,FALSE,2022-07-04 23:00:10:425239
3907615,3907615,62c370fb2fe308d5ee9607ba,get_newest_articles_api.py get_keywords,4.228113651,FALSE,2022-07-04 23:00:11:461971
3907616,3907616,62c370fb2fe308d5ee961aab,get_newest_articles_api.py save_to_db,0.18122077,FALSE,2022-07-04 23:00:11:662765
3907617,3907617,62c370fb2fe308d5ee961aac,get_newest_articles_api.py db_check_not_empty,0.003660202,FALSE,2022-07-04 23:00:11:670058
3907618,3907618,62c370fb2fe308d5ee961aad,get_newest_articles_api.py db_get_newest_entry,0.003862143,FALSE,2022-07-04 23:00:11:677201
3907619,3907619,62c370fb2fe308d5ee961aae,get_newest_articles_api.py get,0.044290304,FALSE,2022-07-04 23:00:11:725878
3907620,3907620,62c370fb2fe308d5ee961aaf,get_newest_articles_api.py main,4.67895174,FALSE,2022-07-04 23:00:11:912343
3907868,3907868,62c371d5d749067de6dad035,main.py (API)  read_from_db_by_date,3.793322325,FALSE,2022-07-04 23:03:49:973056
3907869,3907869,62c371d7d749067de6dad036,main.py (API)  db_get_articles_by_url,1.709262133,FALSE,2022-07-04 23:03:51:726299
3907872,3907872,62c371d8c416e7fa9f479e0c,main.py (API)  read_from_db_by_date,3.891900063,FALSE,2022-07-04 23:03:52:625991
3907873,3907873,62c371dac416e7fa9f479e0d,main.py (API)  db_get_articles_by_url,1.70443368,FALSE,2022-07-04 23:03:54:375712
3907882,3907882,62c371e030cc64b9ac5148c0,main.py (API)  read_from_db_by_date,3.730638981,FALSE,2022-07-04 23:04:00:774555
3907885,3907885,62c371e230cc64b9ac5148c1,main.py (API)  db_get_articles_by_url,1.807538748,FALSE,2022-07-04 23:04:02:625172
3907886,3907886,62c371e500fa1d27ec46bcfd,main.py (API)  read_from_db_by_date,4.054916143,FALSE,2022-07-04 23:04:05:578872
3907887,3907887,62c371e7dc1b80002e99710b,main.py (API)  read_from_db_by_date,4.03863287,FALSE,2022-07-04 23:04:07:434960
3907888,3907888,62c371e700fa1d27ec46bcfe,main.py (API)  db_get_articles_by_url,1.967382431,FALSE,2022-07-04 23:04:07:592044
3907889,3907889,62c371e9dc1b80002e99710c,main.py (API)  db_get_articles_by_url,1.796691656,FALSE,2022-07-04 23:04:09:280023
3907890,3907890,62c371e901443c1ed0ea8952,main.py (API)  read_from_db_by_date,4.274987698,FALSE,2022-07-04 23:04:09:918318
3907891,3907891,62c371eb01443c1ed0ea8953,main.py (API)  db_get_articles_by_url,1.6081779,FALSE,2022-07-04 23:04:11:574537
3907924,3907924,62c371fa472c31fe0bf3bab2,main.py (API)  read_from_db_by_date,3.834595203,FALSE,2022-07-04 23:04:26:970091
3907925,3907925,62c371fc472c31fe0bf3bab3,main.py (API)  db_get_articles_by_url,1.946359634,FALSE,2022-07-04 23:04:28:961434
3907926,3907926,62c371fec6fd643f33297616,main.py (API)  read_from_db_by_date,4.105531693,FALSE,2022-07-04 23:04:30:588746
3907929,3907929,62c37200aee8801a5392cba7,main.py (API)  read_from_db_by_date,4.324719667,FALSE,2022-07-04 23:04:32:177441
3907930,3907930,62c37200c6fd643f33297617,main.py (API)  db_get_articles_by_url,1.620663881,FALSE,2022-07-04 23:04:32:256601
3907941,3907941,62c37201aee8801a5392cba8,main.py (API)  db_get_articles_by_url,1.659119606,FALSE,2022-07-04 23:04:33:885295
